entity,pillar,title,url,source,date,demographics,text_paragraph_1,text_paragraph_2,text_paragraph_3,has_text,is_google_link,rss_position,reach_score
Morocco,Workforce & Human Capital,Morocco Strengthening Digital Skills of Students in Rural Areas,https://northafricapost.com/97060-morocco-strengthening-digital-skills-of-students-in-rural-areas.html,The North Africa Post,13 May 2026,,,,,no,no,2,6
Madagascar,Jobs & Employment,"Tyler Grange funds community-led rainforest restoration in Madagascar with £10,000 investment",https://news.google.com/rss/articles/CBMiyAFBVV95cUxQcWQ4OWR5Z0JYbGRnZ3FEaHZkeFJOVV9LYl9yaHY1RmxGelpHSEdJWlItOHVWaWFGdWJac3N5RzFBYlZ1cXI2M24wcTNrV3oyWkFLMkl5YmZkWUJHMWllRjBGOTV2b3BYYXlBb2UwSGgyZjRJUjhWbDNLRVhPOURZZTVhaDFZdm1FN01XTExtLVNnV254RGR3aXZ3Ui1QMWVkek5sZzhuOHpud3JVek5qSDBUNGRZTlVFak92Y1g2OUt4cm0yM1dDYw?oc=5,Inside Ecology,12 May 2026,,,,,no,yes,0,8
Madagascar,Jobs & Employment,Madagascar and Mayotte present at the Nairobi economic summit,https://news.google.com/rss/articles/CBMiowFBVV95cUxPcTcxS2lPM0REbkNLcjVWOWszNG9xRDd3dFA2eW9ldmpIeTViU2Iya2lhbmQwdVAzd0EtQmM4MjRrV1JFT05zNnpId0dkRjJpX0h4enNEd1FseG8zV1NyakFlaERVUUE0ZWotcTFaYUtXZ2NQb29hcHlhdmJaWlMydmpydjEyVlZoR2IyYjdVQTR2WDZqSWFWSVlRYXRXNlJCdXBJ?oc=5,Capmad.com,12 May 2026,,,,,no,yes,1,7
Madagascar,Jobs & Employment,"Madagascar faces growing corruption risks despite reform push, says IMF",https://www.devdiscourse.com/stories/madagascar-faces-growing-corruption-risks-despite-reform-push-says-imf/,Devdiscourse,15 May 2026,,,,,no,no,2,6
Madagascar,Macroeconomy,"Morocco Joins Madagascar, South Africa, Egypt, Tunisia, Sudan, Mozambique, Senegal, and Other Countries in an Emergency Cruise and Tanker Diversification Strategy as Soaring Fuel Costs, Marine Fuel Price Fluctuations, and Reduced African Travel Plan",https://news.google.com/rss/articles/CBMi3gJBVV95cUxPUWtaek5lc1pVN2dMOTlLSjlfbkNlVldDX3N1VjJuX1VSaGs3dGljRGtJR1d5djRNSWNrQmZ6SGlHLXpka3BIQjFISmszX0YwSk9OVmJfTGRnc3pCYTZIb1Z2QjRqbGFCd24yWDBkbGhoWl95bVk4NHZCU25ReXo3eXF5a1lob3BTMUdFTV84TWtJRHFXYTdiWUt6aEVydW16aDFZbk5sbVBVZTZyek1Hci16dXRHcTc3WVNYeVFONlFXeUFOWG5nQnF3Z1lpVTdTZUtjRVdYS1VqVUJkYlA3aEE3NE0xc1ctLTBfV25FVHkxbk1kM2NLaTdPWndpem9NNUsyXzV5V1didUxkRF9vMl9JT3JvTU53eWNiS01lb1FSS2F4ZGRnQ0JrLTBENTNEOGJtSnZkcENjVjdlbEE0YVRrTXhRUnJ1S0JUR2Y1SFNONjZBcFRoLWJtNFJDUQ?oc=5,Travel And Tour World,14 May 2026,,,,,no,yes,0,8
Madagascar,Macroeconomy,The struggle of Gen Z hijacked in Madagascar,https://internationalviewpoint.org/The-struggle-of-Gen-Z-hijacked-in-Madagascar,International Viewpoint Online magazine,11 May 2026,,"In late September 2025, mass protests erupted against the incessant and increasingly prolonged power cuts, as well as against the corruption of the ruling Rajoelina clan. Eight months later, the hopes of Gen Z, which had mobilised en masse, have faded, giving way to mixed feelings of despondency and anger.","As repression rained down on the population during the protests, the army’s intervention was greeted with relief. On 12 October, upon taking power, Colonel Michael Randrianirina affirmed his intention to resolve the problems swiftly and to organise elections within two years.","From the very first weeks of their takeover, the military made unilateral decisions, without any consultation with the country’s key stakeholders, whether regarding the successive appointments of prime ministers or the structuring of power, with the appointment of several vice-presidents.",yes,no,1,9
Madagascar,Macroeconomy,Prince Mampofu finally marries his long-distance love in an intimate Madagascar wedding,https://news.google.com/rss/articles/CBMi5AFBVV95cUxNQlRHNW5aMndJYVN0aUhPV1ZuckJWQ1FiSUEtSUE3dGtFTHM1VjFraFhIOVNtbWNJd2lQT0p0bnRqS29FMlJjbFlGYWc4Xzh6NVk0RHVJanRqTkdvWlRoZ0tla2FvTlBNa01KT0IzVDZVWTdWRjdWVkxzNjNNOWJBUEV6Yi13N3lSc2lTS253ZTNzTWpKWE9jVG9heEgzZDdJS0UzVU80WDhZVmx3WUxsVFhuRi1valBwa18zVDJGREJ5TFpNTUlZeGhoVVhVOE9INGExRENjZ21CSlRFLTBROW1MOEU?oc=5,IOL,15 May 2026,,,,,no,yes,2,6
Madagascar,Digital Economy,"Kabogo says government targets 10,000 public Wi-Fi hotspots by year-end",https://eastleighvoice.co.ke/videos/349714/kabogo-says-government-targets-10000-public-wi-fi-hotspots-by-year-end,The Eastleigh Voice,13 May 2026,,The government plans to revive stalled public Wi-Fi hotspots and introduce a Sh5 fee model managed by youths to boost sustainability.,"Top Stories Today Kiharu MP Ndindi Nyoro: This is how Ruto should lower fuel prices UN experts warn US deportees in Equatorial Guinea face risk of torture, death Coast Regional boss Rhoda Onyancha moved to Nairobi as Murkomen makes changes in National Gov't Administration Ruto: I am prioritising faster completion of Rironi-Mau Summit Road Athletics Kenya announces May 21–23 trials for World U-20 Championships Ndakwa retains Malava seat as court throws out Panyako petition",,yes,no,0,10
Madagascar,Digital Economy,BNI Madagascar assigns Temenos cloud core implementation to Orion Innovation,https://www.fintechfutures.com/fintech-innovation/bni-madagascar-assigns-temenos-cloud-core-implementation-to-orion-innovation,FinTech Futures,26 Mar 2025,,Antananarivo-headquartered banking and financial services corporation BNI Madagascar has tasked Orion Innovation with leading its implementation of Temenos’ cloud-based core banking platform.,"The bank, which provides a range of retail, business and institutional services across all 23 regions in Madagascar, says it is currently engaged in a “digital modernisation journey” for its SME clients and retail customers.","To support this initiative, the bank is to leverage Temenos’ platform throughout its operations, product portfolio and pursuit of “personalised, digital-first banking solutions”, with the assistance of the Swiss banking vendor’s multi-regional delivery partner.",yes,no,1,9
Madagascar,Digital Economy,Axian Group launches investment unit to fund African tech startups,https://www.connectingafrica.com/investment/axian-group-launches-investment-unit-to-fund-african-tech-startups,Connecting Africa,11 Oct 2024,,Axian Group has announced a new investment arm aimed at funding Africa's fledgling technology startups.,"The new unit, Axian Investment, will oversee the group's new investment activities in both private equity and venture capital funds.","""Axian Investment will enable the group to share its resources and experience both directly and indirectly, supporting businesses at different stages of maturity,"" the group said in a statement.",yes,no,2,8
Madagascar,Governance,Where Does Madagascar’s Gen Z-Led Movement Stand Now?,https://news.google.com/rss/articles/CBMisgFBVV95cUxPWmROeW05T0FhYkZqNk56bFJKU0JGb0RaNzFXNjZrZF9UWGJ0RXJSZlBpSV9teEtvazJTQjM3TmU0NERkNkM1bVc4c2pjQklEZGpVaTNMWWs3SzZJOFZTTUJrSHJWSHhFWFdxTWZtcjVIUU1KMTdEa050TDc0TVRxRjdIWk5fZ1ZJUVJiRkVkTi03ZHpsVUUtT0dXT2NScmVGZzdVYmJJRmdnMk00cEpHcTVB?oc=5,Foreign Policy,13 May 2026,,,,,no,yes,0,8
Madagascar,Governance,Madagascar opposition moves to oust military leader in constitutional challenge,https://www.africanews.com/2026/05/15/madagascar-opposition-moves-to-oust-military-leader-in-constitutional-challenge/,africanews.com,15 May 2026,,"Political tension is rising in Madagascar, where a leading opposition lawmaker says he has asked the country’s top court to remove President Michael Randrianirina over alleged constitutional violations.","The move comes just months after Randrianirina, a military colonel, took power in October following mass youth-led protests that forced former president Andry Rajoelina to flee the country amid anger over worsening water and electricity shortages.","Since then, hopes for reform have begun to fade. Small but persistent protests have returned in recent weeks, led largely by young Madagascans frustrated with the slow pace of change.",yes,no,1,13
Madagascar,Governance,Madagascar: End crackdown against youth activists,https://amnesty.ca/urgent-actions/madagascar-end-crackdown-against-youth-activists/,Amnesty International Canada,8 May 2026,youth,,,,no,no,3,5
Madagascar,Agrifood & Climate,"Global Weather Hazards Summary, May 14, 2026 – May 20, 2026",https://news.google.com/rss/articles/CBMikwFBVV95cUxQZ3hQcUVWYm1SNUU5MzBPaHlJSnZJSU1vREFsMW8xWXExMWtySXZYZDhXOU8tOWtlcWlWMTFOV0Y4aEdrWllCOXl4MGg3c0w5UkFEQXB0UEtuN3A5U3N0NVY4RDFfT2RQNFJFeVFCQ3h2emFSS0VUWlpIQk0tdl9XQW1tb1hQX25HNkdKM3JqcGxJTWM?oc=5,ReliefWeb,13 May 2026,,,,,no,yes,0,8
Madagascar,Agrifood & Climate,OCHA prepares to act ahead of a possibly strong El Niño,https://news.google.com/rss/articles/CBMigAFBVV95cUxOalFmVEthM3N3bVZBQlFvSXRrR2d2Z0Jhamo5clZYTmFObElGd2ttOTkwMTVOa0NHUi1LckNTSHRqMXMzLUcxNmU1VkJySGlnWlgtTnVqVUhCZFdwU2hrYWFBeURNeXNkaDZXZWhzcnVvNmlUUUQzTHl0SXA4SnAwaA?oc=5,OCHA,11 May 2026,,,,,no,yes,1,7
Madagascar,Agrifood & Climate,Tropical forests still under pressure despite slowdown in losses,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOMUNqenVkRjlJMVN3RTVJMkpGb0JraVNLVEw4b3d3ZlNIQjV1QXdhVDlKQVZSdVd0SzREZnNtZnRwLTV6YmdpM1U4MmdpOUNwVDJJYUc2VWduQ25xbnBMRk1QMlNYVmFObFpOY3k3dk1oenlvQ1p1RFNjZ1BoY2JsVi1NdWtpZ29fbHp3dENRWHB0T2dnQzRJQVFfOUF1dExtak0wRlZfbVBCQQ?oc=5,malaysiasun.com,15 May 2026,,,,,no,yes,2,6
Madagascar,Workforce & Human Capital,New AI chatbot aims to boost teacher pedagogical support,https://www.fhi360.org/articles/new-ai-chatbot-aims-to-boost-teacher-pedagogical-support/,FHI 360,11 May 2026,,,,,no,no,0,8
Madagascar,Workforce & Human Capital,St. Mary’s Grade School hosts 'Madagascar: A Musical Adventure',https://news.google.com/rss/articles/CBMi1wJBVV95cUxPVXV1anFpWmhLeEhyTHl2bmxSVEdBOEpzQjhZMGZBUFJ5ZEJQc192UUtGU3d3VUxwcUFsMkl2RkRkM0NNZW9fbW53ZjRKTVhGS1Bvcll2MWh3dGZoR2tpZ25pMVZkYXpreDk3Ty1sWUJWZlVjOE9SaE9QeGJUbElYZFRScUNsN3B6NHlBVnlqVy15eldsRzROSWVsWUFnXzhPU0FlbFlKc0NyeEhKVFZfNzk3VHpTd2JTR1NfNHhBOHJEdTFaZmFLSVY5cWpNWU5xaVh3eGVadGNYTEpVMkFobm1jTTB0RmZPcl9Fd1MyUUlNZmVnS3Zib2tNdldNQmdkYnYyWlUwQ2ZhRC1YZzdjQVdsdU9JMjFzUEw0WHNrZlRvRjVic01NX0M2dXVERk5NNFdVWFc0d3VLNTdiUUFtdjgyMVd5U3RLV3BXQnFnSUNuNFhDb0Vn?oc=5,MSN,12 May 2026,,,,,no,yes,1,7
Madagascar,Workforce & Human Capital,IFF Opens Vanilla Innovation Center in Madagascar,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQV25DYlZzODVjZHZ6NUk5N1RIbFVzbUQ4aEpVeDBWZ2hWQ3NTRHZDVWhWNVRYSFdKOTNEOUJGSDRhU1JTQlJjQzRRTUI5QkE3OVFYRXVGQ1pQbVZCRXNRVThBUGhzQVRIdjNOamx2ZTloalpXWEg1YWpmVGZURUhhWTV3OElxb1FtYUtFdkRVTTFHb3BhS0NRdEpibzh3R0pRQ1FkRkNEaE9jZw?oc=5,Business Wire,11 May 2026,,,,,no,yes,2,6
Mali,Jobs & Employment,Mali career fair connects students to labor market,https://apanews.net/mali-career-fair-connects-students-to-labor-market/,APAnews - Agence de Presse Africaine,15 May 2026,,,,,no,no,0,8
Mali,Jobs & Employment,"Central Sahel: Mali, Burkina Faso, and Niger, Three Countries on the Brink",https://news.google.com/rss/articles/CBMilwFBVV95cUxQWUZ2T19MWVU2U3c0SGJkV3hGWjRkbUVXSEpMOC1BczlsYmdMQXN4aHI0cl9zNy1NZTZ1R0k0cVlNUzVtS1pqT3RMdk50SlRHRmhhYjY0Ym9RUzhxWWxxaXJHQW85dzUzcWNtX0h3RjByNEIwQkVvU0dPSjhOR2RtMmkwcE1za1U0RTU0N2tIdnlNUnJwSnFj?oc=5,Unric,13 May 2026,,,,,no,yes,1,7
Mali,Jobs & Employment,"Barrick's biggest Mali mining contractor exits, cutting 600 jobs",https://news.google.com/rss/articles/CBMiywJBVV95cUxNcmdIczBUVnJJQml3bXBKTWRORE9QQTlJYS14OUYyYjVUWFRYRmsxNThkd1hZeHFkcDFLblg2N3VhTnBDWmdtbDE2SFZNZlpWdGlPU29Ub0xNZU1MMzRqODZEay1qOGlPQkotZWVoMkdnNkRhVGVBX2dYVkVzVEM2eHZoS3Z0N0N6OHlVTUNXNXRLMmJpZy1waFdJYko3NmJ5c00xZFZvTEJpVWljV1JHbS1Xb1ItS1ZlckZkM2ZHcUd3dGt3dmZQSE9yREpjNjJVX2QxcFBsa0plX2JESnM3YWVUY1I0d1dBY0FCQTVwdEVrU3h2RThuQTBfMVdnOGVCYXpfbEFMZ2tRLXRSUWxhRkNqX1liZXpxV0doWG92ZDBOMVBUamI0MDk5Y1piNVlTUy1rNWNsRTZVam56VUlPWFI1ZUl5ZExFanJN?oc=5,MSN,10 May 2026,,,,,no,yes,2,6
Mali,Macroeconomy,The Real Cost of Living in Chicago: What to Budget Before You Move,https://www.quadcities.com/other-news-of-interest/the-real-cost-of-living-in-chicago-what-to-budget-before-you-move/,QuadCities.com,14 May 2026,,,,,no,no,0,8
Mali,Macroeconomy,UNHCR Inclusive Education and Empowerment Grant for Organizations (Mali),https://www2.fundsforngos.org/accounts-and-finance/unhcr-inclusive-education-and-empowerment-grant-for-organizations-mali/,fundsforNGOs,14 May 2026,,,,,no,no,1,7
Mali,Macroeconomy,Vraneš asked UP to approve the concert of Baja Mali Knindža for May 21st in Pljevlja,https://news.google.com/rss/articles/CBMisgFBVV95cUxNUjllRTNRMHNQQVJUTmdMU2VSTktyS1J2X2w5ODJMTTV0UXF5N2x5b09FdWU0andiVXNPLUh2cXVWTHNLNHY5WFcxTXpqQXdvbGhQQk5ack15VTlySmprQ05rTmxzQllVNHpXU1lGZ0dkZTNsWUZYbllVOUwwZmJRSmFScnBXTDJoY1lRS3RrX2xTekdqU19DX3I3OGZnby1fOHl4VEdxS0dwODkybFpwZUJ30gGyAUFVX3lxTE1SOWVFM1Ewc1BBUlROZ0xTZVJOS3JLUnZfbDk4MkxNNXRRcXk3bHlvT0V1ZTRqd2JVc08tSHZxdVZMc0s0djlYVzFNempBd29saFBCTlpyTXlVOXJKamtDTmtObHNCWVU0eldTWUZnR2RlM2xZRlhuWVU5TDBmYlFKYVJycFdMMmhjWVFLdGtfbFN6R2pTX0Nfcjc4ZmdvLV84eXhUR3FLR3A4OTJsWnBlQnc?oc=5,vijesti.me,15 May 2026,,,,,no,yes,2,6
Mali,Digital Economy,How Wave Built a 23 Million-User Fintech Empire in Africa,https://panafricanvisions.com/wp-login.php?redirect_to=https%3A%2F%2Fpanafricanvisions.com%2Fsearch%2FHow%2BWave%2BBuilt%2Ba%2B23%2BMillion%2BUser%2BFintech%2BEmpire%2Bin%2BAfrica,pan african visions,12 May 2026,,,,,no,no,0,8
Mali,Digital Economy,"Buy now, pay later does not worsen debt, says Happy Pay",https://www.itweb.co.za/article/buy-now-pay-later-does-not-worsen-debt-says-happy-pay/O2rQGMAELQNMd1ea,ITWeb,15 May 2026,,"The buy now, pay later (BNPL) model does not encourage or drive overspending, according to South African payment platform Happy Pay , which says this would not serve anyone’s interest in the digital payment ecosystem.","Speaking after the announcement of Happy Pay’s partnership with South African fintech firm Ozow to enable merchants to offer BNPL at checkout, Wesley Billett, CEO of Happy Pay, said the notion that BNPL drives overspending misses the point.","“This is not interest- and fee-bearing credit where lenders make more money when people carry balances or miss payments. We are interest-free and merchant-funded. If a customer cannot pay, we lose money. There is no upside in pushing someone beyond what they can afford, as it would break the model. The only way is to keep limits grounded in real affordability. And now that the three biggest BNPL players in the country are reporting to credit bureaus, the data shows that defaults are among the lowest in the market,” said Billett.",yes,no,1,9
Mali,Digital Economy,Mali inaugurates a Tier III data center,https://www.connectingafrica.com/data-centers/mali-inaugurates-a-tier-iii-data-center,Connecting Africa,3 Feb 2026,,"During its third annual Digital Week, Mali opened a new Tier III data center as part of efforts to strengthen the country's digital sovereignty.","The facility, known as the National Data Centre, was inaugurated by the Ministry of Communication, Digital Economy and Modernization of Administration, under Minister Alhamdou Ag Ilyène, at a ceremony attended over the weekend by digital economy ministers from member states of the Confederation of Sahel States (AES).","The AES is composed of the West African nations of Mali, Burkina Faso, and Niger.",yes,no,2,8
Mali,Governance,Every Country That Has Left ECOWAS,https://www.worldatlas.com/geography/every-country-that-has-left-ecowas.html,WorldAtlas,14 May 2026,,"West Africa stretches from the Sahara in the north to the Atlantic coast in the west and the fertile lands of the south. The Economic Community of West African States (ECOWAS) was formed in 1975 to promote stability in the region. Among its fifteen members were Mali, Burkina Faso, and Niger.",These three landlocked Sahelian nations share borders with one another and lack the oceanic resources of their coastal neighbors. All three are led by military juntas that have reshaped relations with neighboring states. Recent conditions led these three countries to withdraw from ECOWAS in January 2024.,"ECOWAS is an organization based in Africa, created in May 1975 by the Treaty of Lagos by fifteen member states. Emerging out of a post-colonial context, the goal of this organization was to promote economic prosperity among member nations on the continent. Economic development and self-sustainability were promoted through the creation of a trading bloc that lowered trade barriers through multiple methods. Member nations created policies that encouraged trade and reduced barriers to such trade.",yes,no,0,10
Mali,Governance,Dozens Killed as al-Qaeda-Linked Insurgents Attack Villages in Mali,https://www.democracynow.org/2026/5/8/headlines/dozens_killed_as_al_qaeda_linked_insurgents_attack_villages_in_mali,Democracy Now!,8 May 2026,,,,,no,no,1,7
Mali,Governance,ECOWAS to Establish Regional Counterterror Force,https://adf-magazine.com/2026/05/ecowas-to-establish-regional-counterterror-force/,Africa Defense Forum,13 May 2026,,,,,no,no,2,6
Mali,Agrifood & Climate,Mali taps IFC to finance food security goals,https://apanews.net/mali-taps-ifc-to-finance-food-security-goals/,APAnews - Agence de Presse Africaine,15 May 2026,,,,,no,no,0,8
Mali,Agrifood & Climate,The Far Reach of the Iran War: Food Insecurity from North Africa to the Sahel,https://mei.edu/policymemo/the-far-reach-of-the-iran-war-food-insecurity-from-north-africa-to-the-sahel/,Middle East Institute,13 May 2026,,"Within weeks of the Strait of Hormuz closure, fertilizer prices began to rise sharply. Tanker traffic through the strait, which handles one-third of the global fertilizer trade, fell by 90%. As of April 30, 44 ships carrying fertilizer were stuck in the Gulf. More than half of the Middle East’s urea production, a nitrogen-based compound used to boost crop yields, has been lost since the start of the conflict. The price of urea FOB Egypt, a global benchmark, has nearly doubled. Contracts are being cancelled under force majeure just as planting season begins.","Across North Africa the impacts are multiplying. Morocco faces disruptions to its own sulfur imports. OCP Group, the world’s largest phosphate exporter, imports 3.7 million metric tons of sulfur annually from the Gulf to convert phosphate into complex fertilizers like DAP and MAP. These imports are now blocked, putting pressure on Morocco’s ability to act as a regional fertilizer supplier when its output is needed most. Algeria and Egypt’s nitrogen fertilizer production faces competing domestic and export commitments. Tunisia and Libya struggle with foreign exchange constraints that raise import costs and limit purchasing power, even before factoring in supply problems.","The crisis extends beyond North Africa. The Maghreb and Sahel — the semi-arid region stretching from Senegal and Mauritania in the west to Sudan and Eritrea in the east — share overlapping vulnerabilities to instability, governance fragility, and external shocks that governments are ill-equipped to absorb. The impact extends south through food price inflation, migration pressures, and the erosion of state legitimacy. More than 41 million people in the Sahel and West Africa, a region of roughly 90 million, are acutely food insecure. Terrorism and instability are on the rise. The threat posed by jihadi group JNIM to Mali’s capital underscores the intersection of security and governance. Food security is a governance issue compounded by geopolitical crisis. Mali and Niger depend on Gulf-linked fertilizer supply. The Sahel’s agricultural cycle is unforgiving: crops are rain fed, the planting season is short, and fertilizer has to be available and applied at a specific point in the planting cycle to boost yields.",yes,no,1,9
Mali,Agrifood & Climate,"Famine looms in Somalia amid drought, dwindling aid and Middle East war",https://www.modernghana.com/famine-looms-in-somalia-amid-drought-dwindling-aid-and-middle-east-war/,Modern Ghana,15 May 2026,,,,,no,no,2,6
Mali,Workforce & Human Capital,Mali's nonuplets celebrate fifth birthday and prepare for school,https://news.google.com/rss/articles/CBMi6gFBVV95cUxOUEV5c1NvdXB2VnBOZEszOWFzQnQ4b1RTekRxNGtmdk5SaFRkWjFYOXU3R1lYNXlVU3hwamoxX2l6UUM4V0Z3a1dSTEdsMWdodG8yWmw3UXJZOUNpa2dpRHZScjlhR1F1RkJQcW1scHFPYjQ4RnBMTnNKeC1YZWZtX25BTWJpUEpxQUxETHNNcjRScW5tYkVVM21yWTlQbmV0ZEZlSzRuczhMdS1TenlOSS05NG5VdXN4U29DZWhVZWtvMU13enZ6aTNaOUhQS0gxczlGbm1sUG1icVQxSXVzdGhtNDRSWTF4Tnc?oc=5,MSN,12 May 2026,,,,,no,yes,1,7
Mali,Workforce & Human Capital,"UNICEF Mali Humanitarian Situation Report No. 1, Reporting Period: 1 January to 31 March 2026",https://news.google.com/rss/articles/CBMivgFBVV95cUxObDJFSVdYel9KdUVjRFVsWnpTVk50US1HY25tZGZja1AzdWhydFNEdTJ4LVRjU2ltZXEwSUtxazgzRkVIUXNwN3pLYmVubzlXQ0EzUUNwREYzbjMzMXc2eVBZaVhNVHdnYURwWWFKWnMwUy05ZU1NQkszSUswZHpjaHNyLTdVMXllWVBIRVNsQ1BneEltVmp2ZXVnOE1zUFFGOW1xODNBWklQczFoS3B0QzhnVVVPNnRLc1U1VnBn?oc=5,ReliefWeb,12 May 2026,,,,,no,yes,2,6
Mali,Workforce & Human Capital,Call for EOIs: UNHCR Education and Community Empowerment Grant (Mali),https://www2.fundsforngos.org/community-development-2/call-for-eois-unhcr-education-and-community-empowerment-grant-mali/,fundsforNGOs,14 May 2026,,,,,no,no,3,5
Mozambique,Jobs & Employment,"Mozambique Raises the Bar on Local Content to Drive Jobs, Skills and Industry Growth",https://energychamber.org/mozambique-raises-the-bar-on-local-content-to-drive-jobs-skills-and-industry-growth/,African Energy Chamber,14 May 2026,,,,,no,no,0,8
Mozambique,Jobs & Employment,"About 2,700 Mozambicans deported from South Africa since January",https://apanews.net/about-2700-mozambicans-deported-from-south-africa-since-january/,APAnews - Agence de Presse Africaine,15 May 2026,,,,,no,no,1,7
Mozambique,Jobs & Employment,Mozambique wants to be a “green industrial hub” in Southern Africa,https://news.google.com/rss/articles/CBMioAFBVV95cUxOa3ZIaFI5SHdXNWhiM0l6ekVycnEtdFRMOUtyME5WcTNsLXl1VGZraUNpaW81TVlxS210cnA0STAyNnpMUWtLN3JfM2U3ZnV6a2gtd2Z6SXl3MGFJaVBIWl9aUWJ3b05jSjNQZkN0X2RYUUpKN2Zxb28tc0RsSGlmSUtDTTYwOWlMSmRNckZLYXlNV21OSUJnM01ScVJvRnhD?oc=5,CLUB OF MOZAMBIQUE,15 May 2026,,,,,no,yes,2,6
Mozambique,Macroeconomy,Chapo calls for strengthened strategies to boost economic growth in Africa,https://aimnews.org/2026/05/15/chapo-calls-for-strengthened-strategies-to-boost-economic-growth-in-africa/,aimnews.org,15 May 2026,,,,,no,no,0,8
Mozambique,Macroeconomy,Mozambique Inflation Rate Quickens to 6-Month High,https://news.google.com/rss/articles/CBMiowFBVV95cUxPMmJBNGtRSFpmTkJDcUlHZzJWM09yVndtbHVZWW43bHRiclNJcjNLcW5HZGQyS2MzTnB3UnhBdV9EV2I4VklwMGlsWWRuSkxuSy1Yb1E3R2NyMnJ2Z1lRNU9ZbENnUlQxLWowaGhHMVRodkhsck9jb0gzbGRLVWN0WjFkS0UtbE16ZUlnTHZMbjF3bk9rNTZwVkN6LUFJd3NoMVFB?oc=5,TradingView,11 May 2026,,,,,no,yes,1,7
Mozambique,Macroeconomy,"Too little, too late? Mozambique’s Mozal shutdown and the urgent case for CBAM flexibilities",https://odi.org/en/insights/too-little-too-late-mozambiques-mozal-shutdown-and-the-urgent-case-for-cbam-flexibilities/,ODI: Think change,13 May 2026,,"On 15 March 2026, one of Africa’s largest aluminium smelters fell silent – exposing the fragile intersection of energy prices, sovereign debt and Europe’s new carbon border policy. Mozal did not shut down solely because of the EU’s Carbon Border Adjustment Mechanism (CBAM); it shut down because electricity became too expensive. Yet, CBAM, through its treatment of carbon credits, might have been part of the solution to Mozambique’s energy financing challenge.","Since the start of 2026, the EU CBAM has been operational. However, major implementation issues remain unresolved – most notably how to account for the carbon prices paid in third countries, both explicit and potentially implicit. Crucially, the European Commission, European Parliament and Council of the EU are still debating whether Article 6 credits under the Paris Agreement should count toward the carbon price paid in third countries. This debate runs parallel to broader discussions about the role of Article 6 credits within the EU’s own Climate Law to reduce global greenhouse gas emissions. Given recent developments across energy markets and, in Mozambique’s case in particular, greater clarity is needed sooner rather than later.","While these developments and potential new flexibilities could be transformative, it is unclear whether earlier clarity or faster implementation could have prevented the March 2026 shutdown of aluminium production in Mozambique. All policy decisions suffer from a time lag, but the EU must urgently clarify its stance. This is because of the policy implications regarding how CBAM implementation and flexibilities regarding accounting for carbon prices already paid in third countries can help retain financial resources in exposed countries and actively stimulate cleaner, greener production in third-party countries supplying the EU market.",yes,no,2,8
Mozambique,Digital Economy,Mastercard targets Mozambique’s cash economy in latest Africa fintech push,https://news.google.com/rss/articles/CBMi0AFBVV95cUxNNm5sTnM3R0JjYUZMbThHMk9MQU9FdXhaNlN5LXFMaVBOV3RZM0dRcnJMUDd3aWVXczRVYUhOcl9tMTdtdDlFb0E0VmdJNEZsdUxIZFhKX1hzVjZfekc2Q2JIaTl6RGFHaUxJMzFMWGE4eDFSUnVjTWtmTkRTRHZ4b216WnhqNHp4TzdXZkhBa2s0QVQ4WXhyNDFFTUFhLVdSMWZwZ3dvNF84TTZTMmpZX3UtUUc1R0lpb2p2UV9RTjhGX1lFZUJKR2pnNXE5WnBx?oc=5,Business Insider Africa,15 May 2026,,,,,no,yes,0,8
Mozambique,Digital Economy,Mozambique debit card: Mastercard & Letshego launch,https://news.google.com/rss/articles/CBMiSEFVX3lxTFBmWDRZWDJzRm41SXl5Z2RNUE52WkRGaU0zLVlJYzlEbGdPX1BIOUR4d1hFajVVbzN2VFk4aC10N3EzeklZT0V0UA?oc=5,MEXC,13 May 2026,,,,,no,yes,1,7
Mozambique,Digital Economy,"Mastercard, Letshego aim to strengthen financial inclusion with Debit Card Launch in Mozambique",https://realnewsmagazine.net/mastercard-letshego-aim-to-strengthen-financial-inclusion-with-debit-card-launch-in-mozambique/,Realnews Magazine,12 May 2026,,,,,no,no,2,6
Mozambique,Governance,Mozambique: Civil Society Organizations crucial for consolidation of Democratic Rule of Law,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQVU5Wdnp5QmpVSHhWQzJKV2NJdWF6ZTJwVVRMSmx2UGdPTjJsQmdwdWxsM1NWLUlqSnM3dmdtakZYbHREeFdLVHh1Y0t2eFFUVEplLWlzYVlZcnNnSW5iT2JnaVZKYVA2clNGdzl2R2tCOERkUzZSZGpRdDZBbEJQSGVrN19yczdDTnFHblhHd2w2NUNXUTNtdkFJQnZGbXM5ZkFNLWhqQnA4VV9QTmNoQ2VLUUZMYmlweDZ2VDJsemNnTUk?oc=5,CLUB OF MOZAMBIQUE,14 May 2026,,,,,no,yes,0,8
Mozambique,Governance,Lusa - Business News - Mozambique: Government over-reliant on extractive sector – NGO,https://www.aman-alliance.org/Home/ContentDetail/103128,Alliance of Mediterranean News Agencies,13 May 2026,,,,,no,no,1,7
